,,,,Chlamydia trachomatis D/UW3,,,,,,,,,FUNCTIONAL ANNOTATIONS,,,,,,,,,,,,,EXPRESSION DATA,,,,,,,,,,MUTANTS,,,STRUCTURAL MODELS,,,,,,,,,,,,,,,,,,,,
yfgA CT009,CT009,O84012,yfgA,143,143,,,CTL0264,TC0277,HTH Transcriptional Regulator,16.2,O84012,Transcription,FCB814,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,ND,ND,ND,-,248,318,330,348,331,,,,,,,,,O84012,O84012,,,,,,,membrane [GO:0016020],DNA binding [GO:0003677],,,,,,,
htrB CT010,CT010,O84013,htrB,455,455,,,CTL0265,TC0278,Acyltransferase,52.1,O84013,Lipid metabolism,6F2D90,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,-,187,359,431,405,,,,,,,,,O84013,O84013,,,,,,glycolipid biosynthetic process [GO:0009247],plasma membrane [GO:0005886],acyltransferase activity [GO:0016746],,,,,,,
 CT011,CT011,O84014,,418,418,,,CTL0266,TC0279,Uncharacterized protein,48.1,O84014,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,64,98,,-,-,375,569,672,677,,,,,,,,,O84014,O84014,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT011.png,CT011.cif,AF2,TM 0.43 to Borrelia unknown protein; TM 0.34 to Bacillus cdaR (diadenylate cyclase regulator),,,,,,,,,,
ybbP CT012,CT012,O84015,ybbP,264,264,,,CTL0267,TC0280,Diadenylate cyclase (DAC) (EC 2.7.7.85) (Cyclic-di-AMP synthase) (c-di-AMP synthase),30.0,O84015,Nucleotide metabolism,F497AE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"Adenylate cyclase family, DacA/CdaA subfamily",24,NQ,,-,-,211,372,498,483,,,,,,,,,O84015,O84015,,,,,,cAMP biosynthetic process [GO:0006171]; second-messenger-mediated signaling [GO:0019932],plasma membrane [GO:0005886],adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; diadenylate cyclase activity [GO:0106408],,,,SUBUNIT: Probably a homodimer. {ECO:0000256|HAMAP-Rule:MF_01499}.,Probably a homodimer. {ECO:0000256|HAMAP-Rule:MF_01499}.,Probably a homodimer. {ECO:0000256|HAMAP-Rule:MF_01499}.,
cydA CT013,CT013,O84016,cydA,446,446,,,CTL0268,TC0281,Cytochrome Oxidase Subunit I,50.2,O84016,Energy metabolism,EC1C24,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,Cytochrome ubiquinol oxidase subunit 1 family,9,84,,-,192,361,390,436,442,,,,,,,,,O84016,O84016,,,,,,aerobic electron transport chain [GO:0019646],cytochrome complex [GO:0070069]; plasma membrane [GO:0005886],"electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
cydB CT014,CT014,O84017,cydB,353,353,,,CTL0269,TC0282,Cytochrome Oxidase Subunit II,39.5,O84017,Energy metabolism,EC1C24,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,Cytochrome ubiquinol oxidase subunit 2 family,ND,ND,ND,-,176,302,338,345,314,,,,,,,,,O84017,O84017,,,,,,aerobic electron transport chain [GO:0019646],cytochrome complex [GO:0070069]; plasma membrane [GO:0005886],"electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
phoH CT015,CT015,O84018,phoH,434,434,,,CTL0270,TC0283,ATPase,48.7,O84018,Other,EBEBEB,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,21,ND,,-,-,142,375,458,496,,,,,,,,,O84018,O84018,,,,,,,cytosol [GO:0005829],ATP binding [GO:0005524],,,,,,,
 CT016,CT016,O84019,,242,242,,,CTL0271,TC0284,SWIM-type domain-containing protein,26.6,O84019,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,-,236,308,327,307,,,,,,,,,O84019,O84019,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT016.png,CT016.cif,AF2,TM 0.54 to PH domain containing proteins,,,,,,,,,,
 CT017,CT017,O84020,,433,433,,,CTL0272,TC0285,SH3b domain-containing protein,47.8,O84020,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,ND,97,,-,-,361,652,706,721,,,,,,,,,O84020,O84020,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT017.png,CT017.cif,AF2,,,,,,,,,,,
 CT018,CT018,O84021,,157,157,,,CTL0273,TC0286,Membrane associated protein,17.8,O84021,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,-,166,254,311,276,,,,,,,,,O84021,O84021,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT018.png,CT018.cif,AF2,,,membrane [GO:0016020],,,,,,,,
ileS CT019,CT019,O84022,ileS,1036,1036,,,CTL0274,TC0288,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),119.0,O84022,Translation,BED630,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"Class-I aminoacyl-tRNA synthetase family, IleS type 2 subfamily",42,NQ,,-,-,198,275,356,333,,,,,,,,,O84022,O84022,,,,,,isoleucyl-tRNA aminoacylation [GO:0006428],cytoplasm [GO:0005737],aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02003}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02003}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02003}.,SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_02003}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_02003}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_02003}.,
lepB CT020,CT020,O84023,lepB,628,628,,,CTL0275,TC0289,Signal peptidase I (EC 3.4.21.89),71.5,O84023,Cell processes,0052A3,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,Peptidase S26 family,73,74,,-,-,254,238,254,195,,,,,,,,,O84023,O84023,,,,,,signal peptide processing [GO:0006465],membrane [GO:0016020],serine-type endopeptidase activity [GO:0004252],SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362042}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU362042}.,Membrane {ECO:0000256|RuleBase:RU362042}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU362042}.,Membrane {ECO:0000256|RuleBase:RU362042}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU362042}.,,,,
 CT021,CT021,O84024,,247,247,,,CTL0276,TC0290,Uncharacterized protein,28.3,O84024,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,-,87,169,199,210,,,,,,,,,O84024,O84024,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT021.png,CT021.cif,AF2,,,,,,,,,,,
rpmE2 CT022,CT022,O84025,rpmE2,108,108,,,CTL0277,TC0291,Large ribosomal subunit protein bL31B (50S ribosomal protein L31 type B),12.2,O84025,Translation,BED630,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"Bacterial ribosomal protein bL31 family, Type B subfamily",52,60,,-,293,452,651,634,620,,,,,,,,,O84025,O84025,,,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,SUBUNIT: Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00502}.,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00502}.,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00502}.,
prfA CT023,CT023,O84026,prfA,359,359,,,CTL0278,TC0292,Peptide chain release factor 1 (RF-1),40.1,O84026,Translation,BED630,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,Prokaryotic/mitochondrial release factor family,44,ND,,-,258,562,610,615,624,,,,,,,,,O84026,O84026,,,,,,,cytoplasm [GO:0005737],"translation release factor activity, codon specific [GO:0016149]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,,,,
prmC CT024,CT024,O84027,prmC,290,290,,,CTL0279,TC0293,Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC),32.8,O84027,Replication,FFF100,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,"Protein N5-glutamine methyltransferase family, PrmC subfamily",ND,ND,ND,-,212,497,602,587,595,,,,,,,,,O84027,O84027,,,,,,methylation [GO:0032259]; primary metabolic process [GO:0044238],,nucleic acid binding [GO:0003676]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]; protein-glutamine N-methyltransferase activity [GO:0036009],,,,,,,
ffh CT025,CT025,O84028,ffh,448,448,,,CTL0280,TC0294,signal-recognition-particle GTPase (EC 3.6.5.4),49.7,O84028,Cell processes,0052A3,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"GTP-binding SRP family, SRP54 subfamily",NQ,ND,ND,-,192,405,563,575,583,,,,,,,,,O84028,O84028,,,,,,SRP-dependent cotranslational protein targeting to membrane [GO:0006614],signal recognition particle [GO:0048500],7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,,
rpsP CT026,CT026,O84029,rpsP,116,116,,,CTL0281,TC0295,Small ribosomal subunit protein bS16 (30S ribosomal protein S16),13.4,O84029,Translation,BED630,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bS16 family,63,58,,-,210,410,550,570,555,,,,,,,,,O84029,O84029,,,,,,translation [GO:0006412],cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935],structural constituent of ribosome [GO:0003735],,,,,,,
trmD CT027,CT027,O84030,trmD,352,352,,,CTL0282,TC0296,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),39.7,O84030,Translation,BED630,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,RNA methyltransferase TrmD family,12,ND,,-,152,298,325,340,321,,,,,,,,,O84030,O84030,,,,,,tRNA N1-guanine methylation [GO:0002939],cytosol [GO:0005829],tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,Cytoplasm {ECO:0000305}.,Cytoplasm {ECO:0000305}.,SUBUNIT: Homodimer. {ECO:0000250}.,Homodimer. {ECO:0000250}.,Homodimer. {ECO:0000250}.,
rplS CT028,CT028,O84031,rplS,121,121,,,CTL0283,TC0297,Large ribosomal subunit protein bL19 (50S ribosomal protein L19),13.1,O84031,Translation,BED630,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bL19 family,19,157,,-,358,583,677,710,680,,,,,,,,,O84031,O84031,,,,,,translation [GO:0006412],cytosolic large ribosomal subunit [GO:0022625],structural constituent of ribosome [GO:0003735],,,,,,,
rnhB CT029,CT029,O84032,rnhB,217,217,,,CTL0284,TC0298,Ribonuclease HII (RNase HII) (EC 3.1.26.4),24.0,O84032,Transcription,FCB814,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,RNase HII family,ND,ND,ND,-,-,112,226,287,223,,,,,,,,,O84032,O84032,,,,,,"DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]",cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299],manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,Cytoplasm {ECO:0000305}.,Cytoplasm {ECO:0000305}.,,,,
gmk CT030,CT030,O84033,gmk,205,205,,,CTL0285,TC0299,Guanylate kinase (EC 2.7.4.8) (GMP kinase),23.1,O84033,Nucleotide metabolism,F497AE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,Guanylate kinase family,28,ND,,-,-,69,225,310,237,,,,,,,,,O84033,O84033,,,,,,phosphorylation [GO:0016310],cytosol [GO:0005829],ATP binding [GO:0005524]; guanylate kinase activity [GO:0004385],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,,,,
 CT031,CT031,O84034,,100,100,,,CTL0286,TC0300,Uncharacterized protein CT_031,11.7,O84034,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Chlamydial CPn_0121/CT_031/TC_0300 family,48,NQ,,-,-,64,241,305,310,,,,,,,,,O84034,O84034,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT031.png,CT031.cif,AF2,,,,,,,,,,,
metG CT032,CT032,O84035,metG,550,550,,,CTL0287,TC0301,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),62.7,O84035,Translation,BED630,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"Class-I aminoacyl-tRNA synthetase family, MetG type 1 subfamily",75,NQ,,-,-,98,312,345,376,,,,,,,,,O84035,O84035,,,,,,methionyl-tRNA aminoacylation [GO:0006431],cytosol [GO:0005829],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,SUBUNIT: Monomer. {ECO:0000250}.,Monomer. {ECO:0000250}.,Monomer. {ECO:0000250}.,
recD_1 CT033,CT033,O84036,recD_1,746,746,,,CTL0288,TC0302,ATP-dependent RecD-like DNA helicase (EC 3.6.4.12),83.7,O84036,Replication,FFF100,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,"RecD family, RecD-like subfamily",ND,ND,ND,-,-,275,654,632,653,,,,,,,,,O84036,O84036,,,,,,DNA recombination [GO:0006310],exodeoxyribonuclease V complex [GO:0009338],5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; single-stranded DNA helicase activity [GO:0017116],,,,,,,
ytfF CT034,CT034,O84037,ytfF,341,341,,,CTL0289,TC0303,Cationic Amino Acid Transporter,37.6,O84037,Membrane transport,6DCFF5,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,142,270,319,322,325,,,,,,,,,O84037,O84037,,,,,,,membrane [GO:0016020],,,,,,,,
 CT035,CT035,O84038,,257,257,,,CTL0290,TC0305,Uncharacterized protein CT_035,28.6,O84038,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Chlamydial CPn_0128/CT_035/TC_0305 family,ND,ND,ND,126,646,884,623,772,732,,,,,,,,,O84038,O84038,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT035.png,CT035.cif,AF2,TM 0.7 to Bacillus PLP synthase (2NV2); also biotin protein ligases,,,,,,,,,,
 CT036,CT036,O84039,,403,403,,,CTL0291,TC0306,Uncharacterized protein CT_036,45.3,O84039,Inclusion membrane protein,E4B47E,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,Chlamydial CPn_0129/CT_036/TC_0306 family,ND,ND,ND,-,124,269,412,465,403,,,,,,,,,O84039,O84039,,,,AF2,,,plasma membrane [GO:0005886],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,
 CT037,CT037,O84040,,118,118,,,CTL0292,,Membrane associated protein,13.4,O84040,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,178,324,402,425,394,,,,,,,,,O84040,O84040,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT035.png,CT037.cif,AF2,,,,,,,,,,,
 CT038,CT038,O84041,,116,116,,,CTL0293,TC0308,Membrane associated protein,13.8,O84041,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,-,210,354,465,445,,,,,,,,,O84041,O84041,,https://github.com/khybiske/ChlamDB/blob/main/AFmodels/DUW3/CT038.png,CT038.cif,AF2,,,,,,,,,,,
dcd CT039,CT039,O84042,dcd,190,190,,,CTL0294,TC0309,dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase),21.4,O84042,Nucleotide metabolism,F497AE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,DCTP deaminase family,ND,NQ,ND,-,-,68,112,123,182,,,,,,,,,O84042,O84042,,,,,,dUMP biosynthetic process [GO:0006226]; dUTP biosynthetic process [GO:0006229]; nucleobase-containing small molecule interconversion [GO:0015949],,dCTP deaminase activity [GO:0008829]; nucleotide binding [GO:0000166],,,,SUBUNIT: Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00146}.,Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00146}.,Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00146}.,
 CT039.1,CT039.1,O84043,,50,50,,,,,Uncharacterized protein,5.6,O84043,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,ND,ND,ND,-,-,32,87,97,115,,,,,,,,,O84043,O84043,,,,,,,,,,,,,,,
