,,,,Chlamydia muridarum,,,,,,,,,FUNCTIONAL ANNOTATIONS,,,,,,,,,,,,,,,,,,MUTANTS,,,,STRUCTURAL MODELS,,,,,,,,,,,,,,,
topA TC0012,TC0012,Q9PLT3,topA,865,865,,,,CTL0011,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),97.9,Q9PLT3,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,Type IA topoisomerase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLT3,,,,,DNA topological change [GO:0006265],chromosome [GO:0005694],"DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]",,,SUBUNIT: Monomer. {ECO:0000256|HAMAP-Rule:MF_00952}.,Monomer. {ECO:0000256|HAMAP-Rule:MF_00952}.,
 TC0013,TC0013,Q9PLT2,,334,334,,,,CTL0012,tRNA-dihydrouridine synthase (EC 1.3.1.-),37.0,Q9PLT2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Dus family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLT2,,,,,,,flavin adenine dinucleotide binding [GO:0050660]; RNA binding [GO:0003723]; tRNA dihydrouridine synthase activity [GO:0017150],,,,,
 TC0014,TC0014,Q9PLT1,,98,98,,,,CTL0013,YggT family protein,11.8,Q9PLT1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,YggT family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLT1,,,,,,membrane [GO:0016020],,,,,,
 TC0015,TC0015,Q9PLT0,,459,459,,,,CTL0014,Uncharacterized protein,51.5,Q9PLT0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLT0,,,,,,membrane [GO:0016020],,,,,,
 TC0016,TC0016,Q9PLS9,,192,192,,,,CTL0015,Lipoprotein,21.8,Q9PLS9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS9,,,,,,,,,,,,
 TC0017,TC0017,Q9PLS8,,424,424,,,,CTL0016,Phophatidylinositol-4-phosphate 5-kinase,47.6,Q9PLS8,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS8,,,,,,,,,,,,
 TC0018,TC0018,Q9PLS7,,178,178,,,,CTL0017,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),20.3,Q9PLS7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,5-formyltetrahydrofolate cyclo-ligase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS7,,,,,,,5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],,,,,
recA TC0019,TC0019,Q9PLS6,recA,354,354,,,,CTL0018,Protein RecA (Recombinase A),38.1,Q9PLS6,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,RecA family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS6,,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00268}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00268}.,,,
 TC0020,TC0020,Q9PLS5,,609,609,,,,CTL0019,Uncharacterized protein,71.0,Q9PLS5,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS5,,,,,,,,,,,,
 TC0021,TC0021,Q9PLS4,,497,497,,,,CTL0020,"Exodeoxyribonuclease V, alpha subunit, putative",55.6,Q9PLS4,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS4,,,,,DNA recombination [GO:0006310]; double-strand break repair [GO:0006302],exodeoxyribonuclease V complex [GO:0009338],exodeoxyribonuclease V activity [GO:0008854]; helicase activity [GO:0004386],,,,,
 TC0022,TC0022,Q9PLS3,,59,59,,,,CTL0021,Uncharacterized protein,6.7,Q9PLS3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS3,,,,,,,,,,,,
 TC0023,TC0023,Q9PLS2,,239,239,,,,CTL0022,"ABC transporter, ATP-binding protein",26.5,Q9PLS2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS2,,,,,transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,
 TC0024,TC0024,Q9PLS1,,162,162,,,,CTL0023,Lipoprotein,18.0,Q9PLS1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS1,,,,,,,,,,,,
kdsA TC0025,TC0025,Q9PLS0,kdsA,269,269,,,,CTL0024,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase),29.7,Q9PLS0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,KdsA family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLS0,,,,,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0019294],cytoplasm [GO:0005737],3-deoxy-8-phosphooctulonate synthase activity [GO:0008676],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,,,
 TC0026,TC0026,Q9PLR9,,107,107,,,,,Uncharacterized protein,12.0,Q9PLR9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR9,,,,,,,,,,,,
 TC0027,TC0027,Q9PLR8,,95,95,,,,CTL0025,Uncharacterized protein,10.4,Q9PLR8,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR8,,,,,,,,,,,,
 TC0028,TC0028,Q9PLR7,,105,105,,,,CTL0026,Uncharacterized protein,12.5,Q9PLR7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR7,,,,,,,,,,,,
khpA TC0030,TC0030,Q9PLR5,khpA,78,78,,,,CTL0028,RNA-binding protein KhpA (KH-domain protein A),8.8,Q9PLR5,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,KhpA RNA-binding protein family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR5,,,,,,cytoplasm [GO:0005737],RNA binding [GO:0003723],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00088}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00088}.,,,
gyrA-1 TC0031,TC0031,Q9PLR4,gyrA-1,490,490,,,,CTL0029,"DNA gyrase, subunit A",55.0,Q9PLR4,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,Type II topoisomerase GyrA/ParC subunit family,,,,,TRUE,,TRUE,,FALSE,,,,Q9PLR4,,,,,DNA topological change [GO:0006265],,"ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]",,,,,
gyrB-1 TC0032,TC0032,Q9PLR3,gyrB-1,605,605,,,,CTL0030,DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2),68.4,Q9PLR3,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR3,,,,,DNA topological change [GO:0006265],,"ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]",,,,,
hemA TC0033,TC0033,Q9PLR2,hemA,333,333,,,,CTL0031,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),39.0,Q9PLR2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Glutamyl-tRNA reductase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR2,,,,,protoporphyrinogen IX biosynthetic process [GO:0006782],,glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661],,,SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00087}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00087}.,
 TC0034,TC0034,Q9PLR1,,133,133,,,,CTL0032,Uncharacterized protein TC_0034,14.7,Q9PLR1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Chlamydial CPn_0713/CT_663/TC_0034 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR1,,,,,protein secretion by the type III secretion system [GO:0030254],,,,,,,
 TC0035,TC0035,Q9PLR0,,824,824,,,,CTL0033,Uncharacterized protein,89.7,Q9PLR0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLR0,,,,,,membrane [GO:0016020],,,,,,
 TC0036,TC0036,Q9PLQ9,,84,84,,,,CTL0034,Uncharacterized protein TC_0036,9.5,Q9PLQ9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Chlamydial CPn_0711/CT_665/TC_0036 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ9,,,,,,,,,,,,
 TC0037,TC0037,Q9PLQ8,,82,82,,,,CTL0035,Uncharacterized protein TC_0037,9.1,Q9PLQ8,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Chlamydial CPn_0710/CT_666/TC_0037 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ8,,,,,,,,,,,,
 TC0038,TC0038,Q9PLQ7,,149,149,,,,CTL0036,Uncharacterized protein,16.8,Q9PLQ7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ7,,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
 TC0039,TC0039,Q9PLQ6,,226,226,,,,CTL0037,Uncharacterized protein,25.0,Q9PLQ6,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ6,,,,,,,,,,,,
sctN TC0040,TC0040,Q9PLQ5,sctN,442,442,,,,CTL0038,Type 3 secretion system ATPase (EC 7.4.2.8),48.2,Q9PLQ5,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"ATPase alpha/beta chains family, T3SS ATPase subfamily",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ5,,,,,protein secretion by the type III secretion system [GO:0030254],cytoplasm [GO:0005737]; type III protein secretion system complex [GO:0030257],"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,
 TC0041,TC0041,Q9PLQ4,,168,168,,,,CTL0039,Type III secretion T3S chaperone,20.2,Q9PLQ4,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ4,,,,,,,,,,,,
 TC0042,TC0042,Q9PLQ3,,283,283,,,,CTL0040,Uncharacterized protein TC_0042,31.1,Q9PLQ3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Chlamydial CPn_0705/CT_671/TC_0042 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ3,,,,,,,,,,,,
sctQ TC0043,TC0043,Q9PLQ2,sctQ,373,373,,,,CTL0041,Type III secretion translocase SctQ,41.4,Q9PLQ2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ2,,,,,protein secretion by the type III secretion system [GO:0030254],,,,,,,
 TC0044,TC0044,Q9PLQ1,,489,489,,,,CTL0042,non-specific serine/threonine protein kinase (EC 2.7.11.1),56.4,Q9PLQ1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ1,,,,,phosphorylation [GO:0016310],,ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674],,,,,
sctC TC0045,TC0045,Q9PLQ0,sctC,672,672,,,,CTL0043,Type III secretion protein SctC,73.1,Q9PLQ0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Bacterial secretin family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLQ0,,,,,protein secretion [GO:0009306],cell outer membrane [GO:0009279],,SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|RuleBase:RU004004}.,Cell outer membrane {ECO:0000256|RuleBase:RU004004}.,,,
mcsB TC0046,TC0046,Q9PLP9,mcsB,356,356,,,,CTL0044,Protein-arginine kinase (EC 2.7.14.1),40.5,Q9PLP9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,ATP:guanido phosphotransferase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP9,,,,,phosphorylation [GO:0016310],,"ATP binding [GO:0005524]; phosphotransferase activity, nitrogenous group as acceptor [GO:0016775]; protein kinase activity [GO:0004672]",,,,,
 TC0047,TC0047,Q9PLP8,,177,177,,,,CTL0045,UVR domain-containing protein,20.2,Q9PLP8,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP8,,,,,,,,,,,,
frr TC0048,TC0048,P71148,frr,179,179,,,,CTL0046,Ribosome-recycling factor (RRF) (Ribosome-releasing factor),20.0,P71148,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,RRF family,,,,,FALSE,,FALSE,,FALSE,,,,P71148,,,,,translational termination [GO:0006415],cytoplasm [GO:0005737],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00040}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00040}.,,,
pyrH TC0049,TC0049,P71147,pyrH,245,245,,,,CTL0047,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),26.3,P71147,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,UMP kinase family,,,,,FALSE,,FALSE,,FALSE,,,,P71147,,,,,'de novo' CTP biosynthetic process [GO:0044210]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],ATP binding [GO:0005524]; UMP kinase activity [GO:0033862],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01220}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01220}.,SUBUNIT: Homohexamer. {ECO:0000255|HAMAP-Rule:MF_01220}.,Homohexamer. {ECO:0000255|HAMAP-Rule:MF_01220}.,
tsf TC0050,TC0050,P71146,tsf,282,282,,,,CTL0048,Elongation factor Ts (EF-Ts),30.8,P71146,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,EF-Ts family,,,,,FALSE,,FALSE,,FALSE,,,,P71146,,,,,,cytoplasm [GO:0005737],translation elongation factor activity [GO:0003746],SUBCELLULAR LOCATION: Cytoplasm.,Cytoplasm.,,,
rpsB TC0051,TC0051,P71145,rpsB,281,281,,,,CTL0049,Small ribosomal subunit protein uS2 (30S ribosomal protein S2),31.1,P71145,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Universal ribosomal protein uS2 family,,,,,FALSE,,FALSE,,FALSE,,,,P71145,,,,,translation [GO:0006412],small ribosomal subunit [GO:0015935],structural constituent of ribosome [GO:0003735],,,,,
ompA TC0052,TC0052,P75024,ompA,387,387,,,,CTL0050,Major outer membrane porin (MOMP),42.0,P75024,Unknown,AAAAAA,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,Chlamydial porin (CP) (TC 1.B.2) family,,,,,FALSE,,FALSE,,FALSE,,,,P75024,,,,,monoatomic ion transport [GO:0006811]; regulation of cell shape [GO:0008360],cell outer membrane [GO:0009279]; pore complex [GO:0046930],porin activity [GO:0015288]; structural molecule activity [GO:0005198],SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,Cell outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,"SUBUNIT: Part of a disulfide cross-linked outer membrane complex (COMC) composed of the major outer membrane porin (MOMP), the small cysteine-rich protein (OmcA) and the large cysteine-rich periplasmic protein (OmcB).","Part of a disulfide cross-linked outer membrane complex (COMC) composed of the major outer membrane porin (MOMP), the small cysteine-rich protein (OmcA) and the large cysteine-rich periplasmic protein (OmcB).",
 TC0053,TC0053,Q9PLP6,,36,36,,,,,Uncharacterized protein,4.2,Q9PLP6,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP6,,,,,,,,,,,,
 TC0054,TC0054,Q9PLP5,,1080,1080,,,,CTL0051,"Penicillin-binding protein, putative",124.5,Q9PLP5,Unknown,AAAAAA,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP5,,,,,,membrane [GO:0016020],penicillin binding [GO:0008658],SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.,Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.,,,
 TC0055,TC0055,Q9PLP4,,335,335,,,,CTL0052,"Type III secretion chaperone, putative",38.4,Q9PLP4,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP4,,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
 TC0056,TC0056,Q9PLP3,,483,483,,,,CTL0053,SUF system FeS cluster assembly SufBD N-terminal domain-containing protein,54.0,Q9PLP3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Iron-sulfur cluster assembly SufBD family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP3,,,,,iron-sulfur cluster assembly [GO:0016226],,,,,,,
 TC0057,TC0057,Q9PLP2,,255,255,,,,CTL0054,"ABC transporter, ATP-binding protein",28.6,Q9PLP2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"ABC transporter superfamily, Ycf16 family",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP2,,,,,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,
 TC0058,TC0058,Q9PLP1,,393,393,,,,CTL0055,ABC transporter permease,44.1,Q9PLP1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP1,,,,,iron-sulfur cluster assembly [GO:0016226],,,,,,,
csd TC0059,TC0059,Q9PLP0,csd,400,400,,,,CTL0056,Probable cysteine desulfurase (EC 2.8.1.7),43.6,Q9PLP0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"Class-V pyridoxal-phosphate-dependent aminotransferase family, Csd subfamily",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLP0,,,,,cysteine metabolic process [GO:0006534],,cysteine desulfurase activity [GO:0031071]; pyridoxal phosphate binding [GO:0030170],,,,,
